Date,Time (GMT),Verified (ft)
9/9/1985,0:00,-0.59
9/9/1985,1:00,-1.24
9/9/1985,2:00,-1.6
9/9/1985,3:00,-1.48
9/9/1985,4:00,-1.34
9/9/1985,5:00,-0.85
9/9/1985,6:00,-0.28
9/9/1985,7:00,0.08
9/9/1985,8:00,0.33
9/9/1985,9:00,0.29
9/9/1985,10:00,0.04
9/9/1985,11:00,-0.52
9/9/1985,12:00,-1.18
9/9/1985,13:00,-1.53
9/9/1985,14:00,-1.79
9/9/1985,15:00,-1.5
9/9/1985,16:00,-1.18
9/9/1985,17:00,-0.45
9/9/1985,18:00,0.38
9/9/1985,19:00,1.1
9/9/1985,20:00,1.5
9/9/1985,21:00,1.77
9/9/1985,22:00,1.59
9/9/1985,23:00,0.85
9/10/1985,0:00,0.16
9/10/1985,1:00,-0.47
9/10/1985,2:00,-1.08
9/10/1985,3:00,-1.33
9/10/1985,4:00,-1.3
9/10/1985,5:00,-1.02
9/10/1985,6:00,-0.54
9/10/1985,7:00,0
9/10/1985,8:00,0.56
9/10/1985,9:00,0.83
9/10/1985,10:00,0.84
9/10/1985,11:00,0.44
9/10/1985,12:00,-0.08
9/10/1985,13:00,-0.86
9/10/1985,14:00,-1.39
9/10/1985,15:00,-1.5
9/10/1985,16:00,-1.32
9/10/1985,17:00,-0.94
9/10/1985,18:00,-0.24
9/10/1985,19:00,0.83
9/10/1985,20:00,1.58
9/10/1985,21:00,2.1
9/10/1985,22:00,2.2
9/10/1985,23:00,1.9
9/11/1985,0:00,1.38
9/11/1985,1:00,0.8
9/11/1985,2:00,-0.72
9/11/1985,3:00,-1.48
9/11/1985,4:00,-1.65
9/11/1985,5:00,-1.51
9/11/1985,6:00,-1.21
9/11/1985,7:00,-0.6
9/11/1985,8:00,0.12
9/11/1985,9:00,0.74
9/11/1985,10:00,1.04
9/11/1985,11:00,1.08
9/11/1985,12:00,0.7
9/11/1985,13:00,0.18
9/11/1985,14:00,-0.58
9/11/1985,15:00,-1.13
9/11/1985,16:00,-1.36
9/11/1985,17:00,-1.24
9/11/1985,18:00,-0.71
9/11/1985,19:00,0.19
9/11/1985,20:00,1.24
9/11/1985,21:00,2.2
9/11/1985,22:00,2.78
9/11/1985,23:00,2.9
9/12/1985,0:00,2.53
9/12/1985,1:00,1.73
9/12/1985,2:00,0.72
9/12/1985,3:00,-0.39
9/12/1985,4:00,-1.28
9/12/1985,5:00,-1.6
9/12/1985,6:00,-1.55
9/12/1985,7:00,-1.06
9/12/1985,8:00,-0.24
9/12/1985,9:00,0.59
9/12/1985,10:00,1.2
9/12/1985,11:00,1.42
9/12/1985,12:00,1.37
9/12/1985,13:00,0.82
9/12/1985,14:00,0.01
9/12/1985,15:00,-0.93
9/12/1985,16:00,-1.69
9/12/1985,17:00,-2.09
9/12/1985,18:00,-1.84
9/12/1985,19:00,-1.2
9/12/1985,20:00,-0.34
9/12/1985,21:00,0.79
9/12/1985,22:00,1.75
9/12/1985,23:00,2.34
9/13/1985,0:00,2.47
9/13/1985,1:00,1.98
9/13/1985,2:00,1.1
9/13/1985,3:00,0.08
9/13/1985,4:00,-1.09
9/13/1985,5:00,-1.83
9/13/1985,6:00,-2.17
9/13/1985,7:00,-1.87
9/13/1985,8:00,-1.25
9/13/1985,9:00,-0.19
9/13/1985,10:00,0.67
9/13/1985,11:00,1.35
9/13/1985,12:00,1.68
9/13/1985,13:00,1.56
9/13/1985,14:00,0.86
9/13/1985,15:00,-0.14
9/13/1985,16:00,-1.24
9/13/1985,17:00,-2.08
9/13/1985,18:00,-2.25
9/13/1985,19:00,-1.88
9/13/1985,20:00,-1.12
9/13/1985,21:00,-0.05
9/13/1985,22:00,1.16
9/13/1985,23:00,2.05
9/14/1985,0:00,2.58
9/14/1985,1:00,2.56
9/14/1985,2:00,2.02
9/14/1985,3:00,0.97
9/14/1985,4:00,-0.12
9/14/1985,5:00,-1.35
9/14/1985,6:00,-2.27
9/14/1985,7:00,-2.36
9/14/1985,8:00,-1.91
9/14/1985,9:00,-1.07
9/14/1985,10:00,0.02
9/14/1985,11:00,0.98
9/14/1985,12:00,1.67
9/14/1985,13:00,1.91
9/14/1985,14:00,1.65
9/14/1985,15:00,0.77
9/14/1985,16:00,-0.38
9/14/1985,17:00,-1.66
9/14/1985,18:00,-2.54
9/14/1985,19:00,-2.72
9/14/1985,20:00,-2.23
9/14/1985,21:00,-1.38
9/14/1985,22:00,-0.18
9/14/1985,23:00,1.09
9/15/1985,0:00,1.97
9/15/1985,1:00,2.38
9/15/1985,2:00,2.11
9/15/1985,3:00,1.3
9/15/1985,4:00,0.18
9/15/1985,5:00,-1.24
9/15/1985,6:00,-2.55
9/15/1985,7:00,-3.14
9/15/1985,8:00,-2.98
9/15/1985,9:00,-2.21
9/15/1985,10:00,-1.19
9/15/1985,11:00,-0.01
9/15/1985,12:00,1.05
9/15/1985,13:00,1.7
9/15/1985,14:00,1.85
9/15/1985,15:00,1.38
9/15/1985,16:00,0.45
9/15/1985,17:00,-0.93
9/15/1985,18:00,-2.27
9/15/1985,19:00,-3.09
9/15/1985,20:00,-3.08
9/15/1985,21:00,-2.49
9/15/1985,22:00,-1.42
9/15/1985,23:00,-0.18
9/16/1985,0:00,1.12
9/16/1985,1:00,2.01
9/16/1985,2:00,2.24
9/16/1985,3:00,1.9
9/16/1985,4:00,1
9/16/1985,5:00,-0.29
9/16/1985,6:00,-1.73
9/16/1985,7:00,-2.86
9/16/1985,8:00,-3.21
9/16/1985,9:00,-2.85
9/16/1985,10:00,-2.03
9/16/1985,11:00,-0.83
9/16/1985,12:00,0.46
9/16/1985,13:00,1.57
9/16/1985,14:00,2.06
9/16/1985,15:00,2.07
9/16/1985,16:00,1.44
9/16/1985,17:00,0.43
9/16/1985,18:00,-0.92
9/16/1985,19:00,-2.3
9/16/1985,20:00,-3.12
9/16/1985,21:00,-3.14
9/16/1985,22:00,-2.33
9/16/1985,23:00,-1.34
9/17/1985,0:00,-0.06
9/17/1985,1:00,1.14
9/17/1985,2:00,1.91
9/17/1985,3:00,2.14
9/17/1985,4:00,1.74
9/17/1985,5:00,0.87
9/17/1985,6:00,-0.43
9/17/1985,7:00,-1.77
9/17/1985,8:00,-2.73
9/17/1985,9:00,-2.95
9/17/1985,10:00,-2.47
9/17/1985,11:00,-1.59
9/17/1985,12:00,-0.33
9/17/1985,13:00,1.05
9/17/1985,14:00,2.04
9/17/1985,15:00,2.49
9/17/1985,16:00,2.36
9/17/1985,17:00,1.63
9/17/1985,18:00,0.5
9/17/1985,19:00,-0.97
9/17/1985,20:00,-2.16
9/17/1985,21:00,-2.92
9/17/1985,22:00,-2.68
9/17/1985,23:00,-2
9/18/1985,0:00,-0.99
9/18/1985,1:00,0.2
9/18/1985,2:00,1.24
9/18/1985,3:00,1.8
9/18/1985,4:00,1.83
9/18/1985,5:00,1.33
9/18/1985,6:00,0.31
9/18/1985,7:00,-0.84
9/18/1985,8:00,-2.03
9/18/1985,9:00,-2.84
9/18/1985,10:00,-2.88
9/18/1985,11:00,-2.29
9/18/1985,12:00,-1.32
9/18/1985,13:00,-0.09
9/18/1985,14:00,1.14
9/18/1985,15:00,1.98
9/18/1985,16:00,2.3
9/18/1985,17:00,2.08
9/18/1985,18:00,1.3
9/18/1985,19:00,0.1
9/18/1985,20:00,-1.18
9/18/1985,21:00,-2.37
9/18/1985,22:00,-2.82
9/18/1985,23:00,-2.72
9/19/1985,0:00,-2.08
9/19/1985,1:00,-1.14
9/19/1985,2:00,-0.06
9/19/1985,3:00,0.84
9/19/1985,4:00,1.31
9/19/1985,5:00,1.35
9/19/1985,6:00,0.72
9/19/1985,7:00,-0.16
9/19/1985,8:00,-1.32
9/19/1985,9:00,-2.33
9/19/1985,10:00,-2.94
9/19/1985,11:00,-2.91
9/19/1985,12:00,-2.36
9/19/1985,13:00,-1.39
9/19/1985,14:00,-0.14
9/19/1985,15:00,1.02
9/19/1985,16:00,1.77
9/19/1985,17:00,2
9/19/1985,18:00,1.78
9/19/1985,19:00,1.02
9/19/1985,20:00,-0.1
9/19/1985,21:00,-1.34
9/19/1985,22:00,-2.38
9/19/1985,23:00,-2.85
9/20/1985,0:00,-2.73
9/20/1985,1:00,-2.24
9/20/1985,2:00,-1.41
9/20/1985,3:00,-0.42
9/20/1985,4:00,0.39
9/20/1985,5:00,0.76
9/20/1985,6:00,0.71
9/20/1985,7:00,0.3
9/20/1985,8:00,-0.52
9/20/1985,9:00,-1.43
9/20/1985,10:00,-2.35
9/20/1985,11:00,-2.93
9/20/1985,12:00,-2.82
9/20/1985,13:00,-2.16
9/20/1985,14:00,-1.19
9/20/1985,15:00,-0.09
9/20/1985,16:00,0.92
9/20/1985,17:00,1.6
9/20/1985,18:00,1.74
9/20/1985,19:00,1.53
9/20/1985,20:00,0.83
9/20/1985,21:00,-0.23
9/20/1985,22:00,-1.25
9/20/1985,23:00,-2.2
9/21/1985,0:00,-2.73
9/21/1985,1:00,-2.65
9/21/1985,2:00,-2.19
9/21/1985,3:00,-1.46
9/21/1985,4:00,-0.56
9/21/1985,5:00,0.16
9/21/1985,6:00,0.37
9/21/1985,7:00,0.36
9/21/1985,8:00,0.07
9/21/1985,9:00,-0.63
9/21/1985,10:00,-1.5
9/21/1985,11:00,-2.34
9/21/1985,12:00,-2.73
9/21/1985,13:00,-2.63
9/21/1985,14:00,-2.03
9/21/1985,15:00,-1.23
9/21/1985,16:00,-0.16
9/21/1985,17:00,0.78
9/21/1985,18:00,1.49
9/21/1985,19:00,1.73
9/21/1985,20:00,1.46
9/21/1985,21:00,0.83
9/21/1985,22:00,-0.04
9/21/1985,23:00,-1.04
9/22/1985,0:00,-1.91
9/22/1985,1:00,-2.5
9/22/1985,2:00,-2.54
9/22/1985,3:00,-2.13
9/22/1985,4:00,-1.39
9/22/1985,5:00,-0.58
9/22/1985,6:00,0.04
9/22/1985,7:00,0.34
9/22/1985,8:00,0.48
9/22/1985,9:00,0.29
9/22/1985,10:00,-0.33
9/22/1985,11:00,-1.19
9/22/1985,12:00,-1.91
9/22/1985,13:00,-2.32
9/22/1985,14:00,-2.21
9/22/1985,15:00,-1.73
9/22/1985,16:00,-0.95
9/22/1985,17:00,0.04
9/22/1985,18:00,1.02
9/22/1985,19:00,1.73
9/22/1985,20:00,2.07
9/22/1985,21:00,1.93
9/22/1985,22:00,1.5
9/22/1985,23:00,0.65
9/23/1985,0:00,-0.26
9/23/1985,1:00,-1.06
9/23/1985,2:00,-1.6
9/23/1985,3:00,-1.77
9/23/1985,4:00,-1.4
9/23/1985,5:00,-0.7
9/23/1985,6:00,-0.01
9/23/1985,7:00,0.72
9/23/1985,8:00,1.17
9/23/1985,9:00,1.43
9/23/1985,10:00,1.31
9/23/1985,11:00,0.66
9/23/1985,12:00,-0.05
9/23/1985,13:00,-0.76
9/23/1985,14:00,-1.12
9/23/1985,15:00,-1.27
9/23/1985,16:00,-0.8
9/23/1985,17:00,-0.14
9/23/1985,18:00,0.83
9/23/1985,19:00,1.77
9/23/1985,20:00,2.5
9/23/1985,21:00,2.83
9/23/1985,22:00,2.86
9/23/1985,23:00,2.46
9/24/1985,0:00,1.7
9/24/1985,1:00,0.66
9/24/1985,2:00,-0.29
9/24/1985,3:00,-0.94
9/24/1985,4:00,-1.07
9/24/1985,5:00,-0.86
9/24/1985,6:00,-0.38
9/24/1985,7:00,0.29
9/24/1985,8:00,1.08
9/24/1985,9:00,1.56
9/24/1985,10:00,1.63
9/24/1985,11:00,1.38
9/24/1985,12:00,0.68
9/24/1985,13:00,-0.09
9/24/1985,14:00,-0.99
9/24/1985,15:00,-1.59
9/24/1985,16:00,-1.7
9/24/1985,17:00,-1.38
9/24/1985,18:00,-0.69
9/24/1985,19:00,0.28
9/24/1985,20:00,1.25
9/24/1985,21:00,2.06
9/24/1985,22:00,2.43
9/24/1985,23:00,2.39
9/25/1985,0:00,1.77
9/25/1985,1:00,0.93
9/25/1985,2:00,-0.2
9/25/1985,3:00,-1.27
9/25/1985,4:00,-1.93
9/25/1985,5:00,-2.04
9/25/1985,6:00,-1.68
9/25/1985,7:00,-1.01
9/25/1985,8:00,-0.2
9/25/1985,9:00,0.61
9/25/1985,10:00,1.06
9/25/1985,11:00,1.14
9/25/1985,12:00,0.91
9/25/1985,13:00,0.38
9/25/1985,14:00,-0.38
9/25/1985,15:00,-1.26
9/25/1985,16:00,-1.81
9/25/1985,17:00,-1.85
9/25/1985,18:00,-1.45
9/25/1985,19:00,-0.8
9/25/1985,20:00,0.19
9/25/1985,21:00,1.23
9/25/1985,22:00,2.07
9/25/1985,23:00,2.47
9/26/1985,0:00,2.18
9/26/1985,1:00,1.58
9/26/1985,2:00,0.63
9/26/1985,3:00,-0.51
9/26/1985,4:00,-1.47
9/26/1985,5:00,-1.89
9/26/1985,6:00,-1.83
9/26/1985,7:00,-1.47
9/26/1985,8:00,-0.68
9/26/1985,9:00,0.25
9/26/1985,10:00,1.09
9/26/1985,11:00,1.53
9/26/1985,12:00,1.69
9/26/1985,13:00,1.3
9/26/1985,14:00,0.69
9/26/1985,15:00,-0.33
9/26/1985,16:00,-1.21
9/26/1985,17:00,-1.81
9/26/1985,18:00,-1.73
9/26/1985,19:00,-1.34
9/26/1985,20:00,-0.52
9/26/1985,21:00,0.58
9/26/1985,22:00,1.7
9/26/1985,23:00,2.49
9/27/1985,0:00,2.82
9/27/1985,1:00,2.61
9/27/1985,2:00,1.98
9/27/1985,3:00,1.07
9/27/1985,4:00,-0.13
9/27/1985,5:00,-0.95
9/27/1985,6:00,-1.11
9/27/1985,7:00,-0.85
9/27/1985,8:00,0.05
9/27/1985,9:00,1.14
9/27/1985,10:00,2.52
9/27/1985,11:00,4.14
9/27/1985,12:00,5.36
9/27/1985,13:00,5.35
9/27/1985,14:00,3.27
9/27/1985,15:00,0.99
9/27/1985,16:00,-0.7
9/27/1985,17:00,-2.74
9/27/1985,18:00,-4.44
9/27/1985,19:00,-3.27
9/27/1985,20:00,-2.19
9/27/1985,21:00,-1.57
9/27/1985,22:00,-1.97
9/27/1985,23:00,-0.11
9/28/1985,0:00,0.87
9/28/1985,1:00,1.84
9/28/1985,2:00,1.21
9/28/1985,3:00,0.07
9/28/1985,4:00,-1.08
9/28/1985,5:00,-2.26
9/28/1985,6:00,-2.76
9/28/1985,7:00,-2.71
9/28/1985,8:00,-2.25
9/28/1985,9:00,-1.79
9/28/1985,10:00,-0.95
9/28/1985,11:00,-0.06
9/28/1985,12:00,0.57
9/28/1985,13:00,0.97
9/28/1985,14:00,0.72
9/28/1985,15:00,-0.04
9/28/1985,16:00,-0.98
9/28/1985,17:00,-2.21
9/28/1985,18:00,-3.14
9/28/1985,19:00,-3.37
9/28/1985,20:00,-3.05
9/28/1985,21:00,-2.4
9/28/1985,22:00,-1.19
9/28/1985,23:00,-0.01
9/29/1985,0:00,0.94
9/29/1985,1:00,1.4
9/29/1985,2:00,1.52
9/29/1985,3:00,0.91
9/29/1985,4:00,-0.02
9/29/1985,5:00,-1.08
9/29/1985,6:00,-2.13
9/29/1985,7:00,-2.76
9/29/1985,8:00,-2.64
9/29/1985,9:00,-1.99
9/29/1985,10:00,-1.05
9/29/1985,11:00,-0.04
9/29/1985,12:00,0.85
9/29/1985,13:00,1.44
9/29/1985,14:00,1.53
9/29/1985,15:00,1.02
9/29/1985,16:00,0.07
9/29/1985,17:00,-1.13
9/29/1985,18:00,-2.25
9/29/1985,19:00,-3.05
9/29/1985,20:00,-3
9/29/1985,21:00,-2.53
9/29/1985,22:00,-1.62
9/29/1985,23:00,-0.51
9/30/1985,0:00,0.61
9/30/1985,1:00,1.39
9/30/1985,2:00,1.66
9/30/1985,3:00,1.37
9/30/1985,4:00,0.6
9/30/1985,5:00,-0.47
9/30/1985,6:00,-1.57
9/30/1985,7:00,-2.39
9/30/1985,8:00,-2.53
9/30/1985,9:00,-2.06
9/30/1985,10:00,-1.31
9/30/1985,11:00,-0.4
9/30/1985,12:00,0.62
9/30/1985,13:00,1.4
9/30/1985,14:00,1.71
9/30/1985,15:00,1.51
9/30/1985,16:00,0.84
9/30/1985,17:00,-0.18
9/30/1985,18:00,-1.41
9/30/1985,19:00,-2.45
9/30/1985,20:00,-2.88
9/30/1985,21:00,-2.69
9/30/1985,22:00,-1.97
9/30/1985,23:00,-1
10/1/1985,0:00,-0.02
10/1/1985,1:00,0.9
10/1/1985,2:00,1.41
10/1/1985,3:00,1.4
10/1/1985,4:00,0.89
10/1/1985,5:00,0.01
10/1/1985,6:00,-1.1
10/1/1985,7:00,-2
10/1/1985,8:00,-2.52
10/1/1985,9:00,-2.4
10/1/1985,10:00,-1.86
10/1/1985,11:00,-1.02
10/1/1985,12:00,0.05
10/1/1985,13:00,0.97
10/1/1985,14:00,1.64
10/1/1985,15:00,1.75
10/1/1985,16:00,1.39
10/1/1985,17:00,0.54
10/1/1985,18:00,-0.53
10/1/1985,19:00,-1.68
10/1/1985,20:00,-2.31
10/1/1985,21:00,-2.36
10/1/1985,22:00,-1.93
10/1/1985,23:00,-1.26
10/2/1985,0:00,-0.46
10/2/1985,1:00,0.62
10/2/1985,2:00,1.19
10/2/1985,3:00,1.4
10/2/1985,4:00,1.14
10/2/1985,5:00,0.48
10/2/1985,6:00,-0.49
10/2/1985,7:00,-1.47
10/2/1985,8:00,-2.08
10/2/1985,9:00,-2.23
10/2/1985,10:00,-1.92
10/2/1985,11:00,-1.27
10/2/1985,12:00,-0.37
10/2/1985,13:00,0.69
10/2/1985,14:00,1.45
10/2/1985,15:00,1.92
10/2/1985,16:00,1.78
10/2/1985,17:00,1.2
10/2/1985,18:00,0.3
10/2/1985,19:00,-0.79
10/2/1985,20:00,-1.59
10/2/1985,21:00,-2.09
10/2/1985,22:00,-2.1
10/2/1985,23:00,-1.63
10/3/1985,0:00,-0.84
10/3/1985,1:00,0.03
10/3/1985,2:00,0.81
10/3/1985,3:00,1.25
10/3/1985,4:00,1.32
10/3/1985,5:00,1.05
10/3/1985,6:00,0.24
10/3/1985,7:00,-0.59
10/3/1985,8:00,-1.32
10/3/1985,9:00,-1.68
10/3/1985,10:00,-1.59
10/3/1985,11:00,-1.02
10/3/1985,12:00,-0.22
10/3/1985,13:00,0.67
10/3/1985,14:00,1.66
10/3/1985,15:00,2.18
10/3/1985,16:00,2.29
10/3/1985,17:00,1.89
10/3/1985,18:00,1.34
10/3/1985,19:00,0.4
10/3/1985,20:00,-0.66
10/3/1985,21:00,-1.44
10/3/1985,22:00,-1.61
10/3/1985,23:00,-1.42
10/4/1985,0:00,-0.93
10/4/1985,1:00,-0.33
10/4/1985,2:00,0.4
10/4/1985,3:00,1.03
10/4/1985,4:00,1.24
10/4/1985,5:00,1.21
10/4/1985,6:00,0.66
10/4/1985,7:00,-0.03
10/4/1985,8:00,-0.81
10/4/1985,9:00,-1.37
10/4/1985,10:00,-1.6
10/4/1985,11:00,-1.41
10/4/1985,12:00,-0.74
10/4/1985,13:00,0.02
10/4/1985,14:00,0.91
10/4/1985,15:00,1.73
10/4/1985,16:00,2.27
10/4/1985,17:00,2.29
10/4/1985,18:00,1.79
10/4/1985,19:00,0.93
10/4/1985,20:00,0.11
10/4/1985,21:00,-0.64
10/4/1985,22:00,-1.1
10/4/1985,23:00,-1.3
10/5/1985,0:00,-1.03
10/5/1985,1:00,-0.73
10/5/1985,2:00,0.03
10/5/1985,3:00,0.68
10/5/1985,4:00,1.05
10/5/1985,5:00,1.22
10/5/1985,6:00,0.97
10/5/1985,7:00,0.52
10/5/1985,8:00,-0.06
10/5/1985,9:00,-0.73
10/5/1985,10:00,-1.11
10/5/1985,11:00,-1.22
10/5/1985,12:00,-0.76
10/5/1985,13:00,-0.24
10/5/1985,14:00,0.6
10/5/1985,15:00,1.38
10/5/1985,16:00,2.12
10/5/1985,17:00,2.22
10/5/1985,18:00,1.97
10/5/1985,19:00,1.41
10/5/1985,20:00,0.69
10/5/1985,21:00,-0.29
10/5/1985,22:00,-0.83
10/5/1985,23:00,-1.16
10/6/1985,0:00,-1.28
10/6/1985,1:00,-1.1
10/6/1985,2:00,-0.56
10/6/1985,3:00,0.09
10/6/1985,4:00,0.72
10/6/1985,5:00,0.91
10/6/1985,6:00,0.91
10/6/1985,7:00,0.63
10/6/1985,8:00,0.08
10/6/1985,9:00,-0.54
10/6/1985,10:00,-1.1
10/6/1985,11:00,-1.38
10/6/1985,12:00,-1.49
10/6/1985,13:00,-1.08
10/6/1985,14:00,-0.45
10/6/1985,15:00,0.24
10/6/1985,16:00,0.83
10/6/1985,17:00,1.44
10/6/1985,18:00,1.62
10/6/1985,19:00,1.43
10/6/1985,20:00,0.92
10/6/1985,21:00,0.26
10/6/1985,22:00,-0.39
10/6/1985,23:00,-1.14
10/7/1985,0:00,-1.65
10/7/1985,1:00,-1.77
10/7/1985,2:00,-1.67
10/7/1985,3:00,-1.21
10/7/1985,4:00,-0.67
10/7/1985,5:00,-0.23
10/7/1985,6:00,0
10/7/1985,7:00,0.11
10/7/1985,8:00,-0.01
10/7/1985,9:00,-0.39
10/7/1985,10:00,-1
10/7/1985,11:00,-1.57
10/7/1985,12:00,-1.84
10/7/1985,13:00,-1.79
10/7/1985,14:00,-1.37
10/7/1985,15:00,-0.82
10/7/1985,16:00,-0.09
10/7/1985,17:00,0.64
10/7/1985,18:00,1.15
10/7/1985,19:00,1.33
10/7/1985,20:00,1.21
10/7/1985,21:00,0.7
10/7/1985,22:00,0.11
10/7/1985,23:00,-0.59
10/8/1985,0:00,-1.26
10/8/1985,1:00,-1.73
10/8/1985,2:00,-1.83
10/8/1985,3:00,-1.65
10/8/1985,4:00,-1.19
10/8/1985,5:00,-0.66
10/8/1985,6:00,-0.2
10/8/1985,7:00,0.13
10/8/1985,8:00,0.26
10/8/1985,9:00,0.15
10/8/1985,10:00,-0.24
10/8/1985,11:00,-0.85
10/8/1985,12:00,-1.42
10/8/1985,13:00,-1.7
10/8/1985,14:00,-1.63
10/8/1985,15:00,-1.4
10/8/1985,16:00,-0.85
10/8/1985,17:00,-0.11
10/8/1985,18:00,0.52
10/8/1985,19:00,1.07
10/8/1985,20:00,1.35
10/8/1985,21:00,1.16
10/8/1985,22:00,0.77
10/8/1985,23:00,0.11
10/9/1985,0:00,-0.83
10/9/1985,1:00,-1.49
10/9/1985,2:00,-1.92
10/9/1985,3:00,-2
10/9/1985,4:00,-1.81
10/9/1985,5:00,-1.32
10/9/1985,6:00,-0.73
10/9/1985,7:00,-0.17
10/9/1985,8:00,0.21
10/9/1985,9:00,0.41
10/9/1985,10:00,0.16
10/9/1985,11:00,-0.29
10/9/1985,12:00,-0.95
10/9/1985,13:00,-1.64
10/9/1985,14:00,-1.98
10/9/1985,15:00,-2
10/9/1985,16:00,-1.77
10/9/1985,17:00,-1.21
10/9/1985,18:00,-0.38
10/9/1985,19:00,0.42
10/9/1985,20:00,1.16
10/9/1985,21:00,1.44
10/9/1985,22:00,1.4
10/9/1985,23:00,0.88
